label,id,tweet
N,1389682782100606976,"Patient name: Effie Fernandes  Area: Austin town, #Bangalore Oxygen%: 80 with support Patient waiting in St. Johns hospital.  BU NUMBER: 836676 Contact# 9886816169 #ICUBed required in #Bengaluru.  Please help! 🥺🙏 #SOSBangalore #SOSIYC @srinivasiyc @srivatsayb @IYC @IYCKarnataka"
N,1388385311500034050,#COVIDEmergency  #URGENTE requirement of #ICUBed with #Oxygen for a 70 Year old person in #Bengaluru (Nagarabhavi). Oxygen level has come down to 75. Pls reach on this number - 9886879099  @peakbengaluru @iamamsamk @Joydas @srivatsayb @RakshaRamaiah #COVID19India
O,1389834394152574981,@Tejasvi_Surya many hospitals rejecting admission without covid+ve test results which will take time to come out! pl have the hospitals be responsible and admit based on CT Scan or Antigen test as well... or else many will loose their dear once!
N,1389859157197541379,"7. SPO2 Level: 93, but D Dimer value is 725 ng/ml 8. Is patient on Oxygen Cylinder?: No 9. Searching Hospital Bed Since- Yesterday 10. Patient at home/in hospital/: at home 11. List of Hospitals Visited: None"
O,1390182643895922691,Bhagavad Gita as Oxygen  Updated  -  https://t.co/u9g8cni3w5..
O,1389963403624472579,"*️⃣ In addition we are deploying final year students for Teletriage &amp; attend to mildly symptomatic covid patients. Hospitals had requested additional staff support and we are providing them. Without any restrictions, transferring interns between colleges/hospitals is allowed.  2/3"
O,1390177699121954816,"@NARAYANRAO12 @TuhinaaChndrskr @Tejasvi_Surya @BJP4Karnataka @Sowmyareddyr Please learn how to speak first, Mr. Rao. I don't have to give you any, for that matter. I have acquaintances who stay near the hospitals, the mainstream media, some people associated woth political parties (BJP, INC , JDS). All have unanimously agreed that the scam happened."
O,1389917630933307398,"The BJP's hitman Tejaswi Surya, pretending to expose a hospital scam, uses it to launch a tirade against Muslims.  https://t.co/7MrnZMAaoy"
O,1389072331620847617,Experts say when people movement reduces cases will decline so does the load on hospitals/frontline workers. While increasing resources we need this. I am saying this because most of the people still not wearing masks and roaming freely causing more damage. 🤦‍♂️ @narendramodi
O,1389269472003854336,"@avvjain Hoping the situation here in India gets better, because few hospitals have run out of Oxygen."
O,1389970518581809153,"Friend’s family member admitted in Bengaluru hospital, ran out of oxygen.  Sonu sood and team worked overnight and arranged approximately 15 cylinders saving lives of around 25 patients.  @SonuSood should be awarded Bharat Ratna for all his contributions.  Exceptional work🙌🏼"
G,1388406360220467200,"Verified Information 1st May 1:30 pm   4 oxyzen beds available at  Zenith hospital, Nagpur  For contact details please DM  #Nagpur #NagpurSOS #COVID19India"
N,1389528364361293826,we need leads for plasma donars or institutions in Nashik.  Plazma or Plazma Donar Required Nashik City Patient name:  Bhushan Ramavtar Khare Hospital:  Dr. Zakir Hussain Age-28 M Oxygen Saturation: 80/85 Plasma required: O+ Contact no. 7773900724 / 7276116168  (Shubham Khare)
O,1389275083382788096,@prasanna_says Quick tip: Please keep the pin code of the hospital handy.
,1389876177871904769,ರಾಜ್ಯದಲ್ಲಿ ನಿರಂತರವಾಗಿ ನಡೆಯುತ್ತಿದೆ ಆಕ್ಸಿಜನ್ ಮಾರಾಟ ದಂಧೆ  Covid19- Black Marketing of oxygen cylinders #Kranataka   https://t.co/5sy2W48Tqh  #Covid19 #Karnataka #COVIDSecondWave #Oxygen #OxygenCrisis #OxygenBlackMarketing
O,1389254613849698305,"@Tejasvi_Surya @annamalai_k @VinojBJP Pls come back and focus on Oxygen, vaccine and beds in south Bangalore!"
O,1390043221435174912,@drharshvardhan @MoHFW_INDIA @PMOIndia  https://t.co/UzcSQbokIO  Central Govt nexus with reliance industries exposed. With a oxygen cylinders from Saudi Arabia
O,1388324601550106627,@PMOIndia Suggest to allow private hospitals to import US EU approved COVID vaccines with no custom duty n keep the COVIDSHIELD N COVAXIN under Government Hospitals at no cost to maximize coverage n easier reach to poor households🙏
O,1389613430642937859,@jananisampath Now Sumanth will not question where are Oxygen cylinders. as one lot came to Chennai.
,1389128699941847040,ಚಾಮರಾಜನಗರದಲ್ಲಿ 24 ಮಂದಿ ದುರ್ಮರಣ: ಇದು ಸಾವೋ ಅಥವಾ ಕೊಲೆಯೋ?... ಸರ್ಕಾರಕ್ಕೆ ರಾಹುಲ್​ ಗಾಂಧಿ ತರಾಟೆ #oxygen #chamarajanagara #covid #hospital #rahulgandhi  https://t.co/iE5WSCAVEi
O,1390151194253791241,"Central Vista dome project, in my view, is completely an unwanted project and that too at this time. They can focus on building hospitals and schools. Let’s prioritise and put money in the right project/bucket."
O,1390179320098791424,@AamAadmiParty @SanjayAzadSln Agar oxygen ki killat hai to AAPiyo ko kaha se mila oxygen. Kya AAP sara oxygen divert karke apne mantriyo ko de rahi hai?
O,1389856452320251908,@BSYBJP Dear Sir  It is a good step.  Please take very strict action against BBMP official and agents who are playing with life's of our citizens by blocking the available beds in the hospital and later selling it for profit.  Please put them behind the bars.  You can do it.  Good luck.
O,1389291980979535872,@aajtak Oxygen के लिए ये लोग कुछ करेंगे? लोगों की जान बचाने के लिए कुछ करेंगे! या यूँही नेतागीरी करते रहेंगे.... इन लोगों को कुछ सोचना चाहिए कि जनता के प्रति भी इनका कुछ दायित्व है 😐
G,1389977749033414666,@TarakFanatic Contact below details kiran  Any one affected from covid-19 needs in blr *Bed* *ICU Bed* *Oxygen Cylinders* *Oxygen Concentrate* can inform me. I am part of Yuva Raksha from M P TEJASVI SURYA office as volunteer indirectly. R.C.Kantharaj  *+91 98860 67078* *+91 93416 67078*
N,1388855007525543938,"It's my mother... Required a icu bed urgently pls...   Patient name : M sampurna Age:46 BU number - BU-728969 Srf id - 2952511480393 Oxygen levels - 67-68 Requirement - ICU, ventilator  Contact - 9003113863  Address - Yelahanka, Bangalore  #COVIDEmergency #COVIDHelpBangalore"
O,1389141794038816773,@CTRavi_BJP Celebrate the 24 deaths at Chamarajnagar due to lack of oxygen. Your priority is power and you are making it clear everyday.
O,1389834159221133315,@eshwarappa was dead when 24 Innocent lives were killed due to no oxygen has appeared now to defame Muslims Community along with communal Virus @Tejasvi_Surya. You politicans with so much hatred will never learn to be Humans. RIP y'all
G,1389305502362836994,"An oxygen plant in Faridabad is filling cylinders for Rs 240. Abundant oxygen, no waiting, filling 1000 cylinders at once! Amplify for those looking for #oxygen in Delhi NCR. Location:  https://t.co/W8HuCmdidA  #CovidHelp #COVID19  #OxygenEmergency"
O,1388438634504757248,"@srivatsayb @JeenalGala Is this one form of Nazi "" Gas Chambers""... No Oxygen"
N,1389279658328264706,@DarkenTheLove @RubikaLiyaquat @Shreedha__ @SonuSood @TeamSaath @ShyamRangeela Shifted to emergency ward but still looking for oxygen bed @DarkenTheLove
G,1389458898482909189,#Indore Oxygen beds available  Manpur Hospital Indore  #Verified at 11:05 Am #oxygenbeds
N,1390165413250490371,"Friend looking bed with ICU in Bangalore, any leads?   Patient Name : Padhmanabhen SA Patient Age : 75 Area / Location : Chikkanayakanna Halli  (Mana Tropicale) Symptoms : oxygen saturation down Since how many days : 7 SPO2 Level : 75 Is the Patient on Oxygen Cylinder ? Yes"
O,1389854922108129280,Just do away with these “inauguration ceremony” photo-ops…that create unwanted nuisance/crowding at hospitals!!
O,1388645686019723267,"@ShatruganSinha 1992 you were in the Ram Mandir Movement. Tab Hospital movement main bhag lete to yhe naubat na aati.   @ShatruganSinha for your self introspection, reaction and response.  Mandal Kamandal karke humare jhole main ched kar diya."
O,1388497769166381058,We Salute Mukeshbhai for supplying 1000 MT per day Life Saving Oxygen - 11% of India's demand. Blessings of the Lord are with you and your family. You are a great soul.  @narendramodi_in @AmitShah @PiyushGoyal @nsitharaman @rsprasad @nitin_gadkari @PrakashJavdekar
O,1388715081089699843,Update : was greeted with an empty hospital &amp; stickers all around that there are no vaccines.   Spoke to the local Health officer who clearly said 18+ will not happen soon since the Karnataka government instructions are to vaccinate only individuals who are 45+.
,1389529022506303489,Chamarajanagaraದ Oxygen ದುರಂತ ಅಂತಿಂಥಾದ್ದಲ್ಲ..Dist Hospita Oxygen ದುರಂತ ಘನಘೋರ  Video Link ►  https://t.co/1Si6dAB0Jy  #Chamarajanagara #DistrictHospital #CovidPatients #OxygenShortage #MysuruDC #RohiniSindhuri #KSudhakar #SureshKumar #TV9Kannada #KannadaNews  https://t.co/4xGMrizBgD
O,1389423068582318082,"2. What is the issue here- is it availability or transport logistics? 3. Other than the 812 tonnes of liquid oxygen that Karnataka produces, union govt promised another 800, what happened to it? Is it reaching the state? If yes, from where and how? We don't want vague statements"
N,1388548211757903874,@drashwathcn @CMofKarnataka Sr from yesterday trying fir one ICU bed for friends father in Bangalore tried everywhere they are refusing tried BBMP aswell patient Saturation around 70 . He needs Ventilator and the Apoorva hospital Indranagar are saying they will discharge my friend is unable evn me plz help
N,1389980079682318337,"@CMofKarnataka we have admitted out father in law in mcGann government hospital of Shimoga, Karnataka coz he had breathing problem. His ct scan shows severe infection. It's been more than 48 hrs only oxygen cylinder is given to him and no medication at all. His spo2 is dropping"
,1388404799733862403,ಕರಾವಳಿ ಮಗನ ನಿಸ್ವಾರ್ಥ ಸೇವೆ; ಕನ್ನಡಿಗರಿಗಾಗಿ ಮಿಡಿದ ಸುನೀಲ್​ ಶೆಟ್ಟಿ ಹೃದಯ    https://t.co/A6Hu7XzigQ  #newsfirstlive #SunielShetty #KVNFoundation #Oxygen #Bengaluru @SunielVShetty #KarnatakaFightsCorona #CoronavirusIndia
O,1389179713034231808,"Where are you Mr. Genius @Tejasvi_Surya you cried and denied oxygen shortage, then how 24 innocent people died due to lack of Oxygen. Who will take responsibility for this criminal negligence. #ResignSudhakar #karnataka #Chamarajanagar"
O,1388460613324533762,@raghav_chadha Why does Delhi produce no oxygen??
G,1388676971119333376,@sandyvis Could you try this  250 #Oxygen #Beds would be available with #Hospital facility at   Gurdwara Shri Rakab Ganj Sahib #Delhi near Parliament House from 11am on 2 May'21. Ph- 011-23712581.
N,1388524110033027074,"Need 50L oxygen cylinder for an elderly patient at home, Bengaluru, CV Raman Nagar, please DM with any lead🙏 #BengaluruSOS #Bengalurucovid #COVIDEmergency #CovidHelp #CovidResources #COVIDEmergency2021"
N,1389263220913831936,Need for ICU with ventilator bed - Bangalore  1. Patient Name:-  ganesh s 2. Age : 53 3. Since how many days : 6-7 days 4. SPO2 Level : 70 and dropping  5. Is patient on Oxygen Cylinder ?:  yes 6. Covid Result (+ve)  Contact : 8105698882 (Varun)  @srinivasiyc @Tejasvi_Surya
O,1389100513606524933,"@KanganaTeam “Oxygen that we are forcefully drawing...”??!!😳..just like the covid count record being broken each day,this dumb lady keeps bettering the “most nonsensical tweet of the day” record, each day...in lockdown times,if nothing her idiocy is providing some entertainment atleast 😜"
N,1389289611793289219,@RaeesKameena @iamtara_srk Type of Bed reqd:  with oxygen/ICU 15. Attender Mobile No :  7411128007 16. Relation to the Patient :  Son 17. SRF ID : 2952511047266 18. BU Number : BU673368 19. Co-morbid conditions:  diabetes 20. Doctor Name: aditya chowti 21. Other Remarks: oxygen fluctuates and severe cough
O,1388547061092597760,@manabhardwaj @ProfKapilKumar Remdesivir is not recommended by WHO for covid treatment. But still our hospitals are prescribing is it not suspicious?
O,1388899769771122688,"@rohini_sgh Something needs to be done with this Delhi situation. State govt, LG and Centre needs to sit across table  and deal with the situation. It must be so stressful for frontline staff at hospital where they have to decide on rationing Oxygen. This needs to stop big."
O,1389092052311240715,"@drharshvardhan wid all due respect, u have no idea of the DAMAGE that this ""saluting the PM"" habit has done to the PM himself &amp; to the entire nation! Time is'nt to impress but to enable the PM with the right data, we desperaly need quick actions &amp; assurance on Oxygen &amp; Vaccines supplies! Pls🙏"
G,1388780248980889612,For beds and Hospital info in Andhra Pradesh!  #Covid #AndhraPradesh    https://t.co/PxJOPEBE8t
N,1389638507619000320,@gunjanjeni @Sowmyareddyr @BSYBJP 8. Searching Hospital Bed Since ?: Afternoon 9. List of Hospitals Visited : 3 10. Covid Test Done ? : Yes 11. Covid Result: positive (+ve/-ve 12. Prefer Govt/Pvt/Any Hospital? : Any icu 13. Attender Mobile No : 9606030269 9036836106 14. Relation to the Patient : mother
N,1388361001549148162,@srinivasiyc @IYCKarnataka   Please Help 🆘  ICU Bed needed in Bangalore  Name - Kamakshi S Age - 66 BUID - BU762081 SPO2 - 58 Contact - 9620334999 (Manjunath) At St John's Hospital rite now. Being asked to move as there no ICU Beds available.  Please Help.
G,1388926311662424064,@preetibose26 Oxygen vendors for Banglore. All are verified today.   Contacts  1. Drug Controller Helpline 24x7 8951755722  2. Ganesh 9686198986  3. Manoj 9892356727  4. Ramesh 9844276111  5. Srikanth V 8861572742  6. Contact: Universal Air Products Subhashish Guha Roy 9845063119
N,1389933398479675396,"Please help out @Tejasvi_Surya or try +91 95913 40301 Helpline In Blr &amp; Chenai Sri Sathya Sai team has started  helpline to assist and fulfillment of beds,oxygen cylinders and food delivery for quarantined senior citizens etc in BLR and CNR call help line 08047190606 04446314343"
N,1388845907840430087,#Hyderabad  @SRKHydFans #SRKBLRCovidHelp Need #Blood Type :  O-positive At : Remedy Hospital Blood Component : Need Plasma O+ve from #Covid19 recovered patient Number of Units : 2 Primary Number : 7382929094 Via: @hbdsofficial
O,1389232853527969792,@dp_satish @SRVishwanathBJP @SRVishwanathBJP is doing good job. From testing to vaccine to oxygen to help for cremation.   Yes. Board wrongly done.
O,1388440693727657984,@msisodia Please hold each MLA responsible for finding hospital beds or Oxygen for patients in his constituency. Provide each MLA 10 to 20 AAP Volunteers for assistance.
N?,1388776064248258560,@malini2009 Hi! Do you have any advise on how to proceed if a patient in need of Remdesivir is in a hospital that is not listed with BBMP and hence not eligible for Remdesivir dispatch?
O,1389147668526546944,@Bhoawkaal @samirkapoor1971 Correct! 21% is Oxygen.
N,1388944692637622272,URGENTLY NEED A VENTILATOR IN BANGALORE. PATIENT'S SATURATION HAS DROPPED TO 45 PLEASE HELP #bangalorecovid #VentilatorBeds #BangaloreSOS #CovidResources #CovidHelp @Tejasvi_Surya
N,1389187569565331456,@DeccanHerald City needs oxygen supplies with out any breakEspecially prime hospitals should not suffer for want of supplies Many patients waited for long time then left because of non availability of Oxygen This issue should be addressed.
O,1388621309379112960,@PeteLau @OnePlus_IN Oxygen os 11 for OnePlus 7t sucks
O,1389080960927371270,"Even now, most crisis scenes are generating from mismanagement. Oxygen is available in black market, but not in hospitals. Remdesiver is available in black market, but not in stores. Many beds are occupied by people who don't need it while critical patients are crying for beds."
O,1390171569301823488,@kewekhapetherie @chophika_sumi It should be made mandatory for all the Hospitals to have Oxygen plant .....
O,1388644068775714822,"@BSYBJP @PMOIndia @narendramodi @AmitShah @drharshvardhan @JPNadda Good that you woke up ultimately, probably to show your masters that you are doing something too.  Meanwhile, pathetic horrendous situation prevails in Bengaluru where you have:  NO hospital beds NO Medical Oxygen &amp; medicines  NO support system in any place  NO cremation place"
G,1389867266951421956,"@AnandKu50934469 @RajuBistaBJP @ShankarGhoshBJP Viswa Bangla Krirangan Covid hospital in Jalpaiguri had 50+ vacant beds yesterday. Please ask him to check. Also try out Neotia Getwel hospital, Siliguri."
N,1388552121679638531,"@cspramesh @CancerGridIndia @AnantBhan @doctorsoumya @paimadhu @ManuPra18599785 @KrutikaKuppalli @himdaughter @aparanjape @MoHFW_INDIA @mygovindia Given this condition healthy can't visit hospital, what alternative ? Door step blood collection  ?"
N,1388824412342923265,@rashtrapatibhvn @DMMunger  I have scheduled the appointment for my parents through aarogya setu but the center which is at Munger refused to give vaccination citing a government order which we are not aware of till now. The hospital name is city critical hospital at Munger  https://t.co/1RVThTfpxT
O,1388521014238146561,@writewing5 @rajeev_mp Yes and it is why we needed to have been better prepared. Did we  1. Claim to have beaten Covid and saves the world  2. Conducted 8 phase elections and Mega events 3. Vaccine Maitri 4. Export oxygen in record fashion 5. Not make attempts to procure any other vaccine earlier
N,1388855177201913858,#Bengaluru !!!  Uma 57 needs an oxygen bed immediately. Please call the given number if you have leads.  @ForeverBLRU @peakbengaluru @WestBlockBlues @DunzoIt  https://t.co/nMsjXl0Pq7
O,1388448299225518082,@IndiaToday Common can we stop this from happening ... This is really bad and the loudmouths in Govt really need to stop telling lies about Oxygen supply .
O,1388379343894716422,"This old gent got his vaccination early. Yet, even as the country is in the throes of death, he has never visited a hospital. Or a morgue. Or even a cremation ground. But he never wastes a moment for publicity and politics. The farmers’ protest is still on. Shame.  https://t.co/23Akct120x"
O,1389766585632444416,@CPBlr @jayanagarps This is commendable!   Can the general public have a helpline for grievances against ambulance services fleecing people.   This is happening enmasse’ and people are being cheated in desperate times @DgpKarnataka
O,1388664867851177988,"For each district a central monitoring room like in railways or airports ..vacant slot, take off or land ?real time bed availability without patient name.. just map the beds and force every hospital to just share their real time data on in and out patient ..likely discharge date"
N,1389982766310125568,"@ips_patil @BlrCityPolice @CPBlr Sir please check BBMP website down, when we call 1912 they are not picking, when warrrom no.called they are taking bu numbers but not allocating oxygen beds"
O,1390147293475528704,@mkvenu1 DRDO has already started setting oxygen plants at central government hospitals
N,1389943086579552259,"@OnlineBlooDonor  Please help  AB+ Plasma Needed   Patient's Name - Abhishek Srivastava Gender - male Age - 38 Hospital - Metro hospital  City - Preet Vihar , Delhi Blood group - AB+ve Contact person - Pratham Contact number - 9565039269"
N,1388581340962910208,Patient Name- Komal khimani Age- 55 Oxygen- fluctuate between 88-93 but serious breathing issues Health Issues- breathing problems Requirement-ICU Bad with Oxygen &amp; Ventilator Contact- 9924247201/9632014145/9900199877
N,1389943289059500034,"Kindly help 🙏🏻  Patient Name : Subhadra bhai.  Age : 50.  Urgently need ICU Oxygen Bed.  SRF ID : 2952600488335  Location : Doddaballapur , Karnataka.  Attender Number : 9743434507.  @DHFWKA @mla_sudhakar @BNBachegowda_MP"
N,1388671214625857537,"@BBMPCOMM @BBMPAdmn @BbmpsplHealth @bbmp - sir I have been following with BBMP covid control room Yelahanka and 108 since 19 Apr for ICU bed but didn’t get. Now since KK hospital Yelahanka has become BBMP covid hospital but still not showing in Portal,request to cover under BBMP."
