label,id,tweet
O,1388438969973559297,"@ANI Kejriwal ne health budget Advertisement mein divert kar diya.  Oxygen ki payment rok di.  Labs ki payment rok di.  Testing kits supply rok di.  1000 Mohalla clinics mein SIRF 50 tests ho rahe hain.  Kejriwal Ji, delhi ko baksh do, please ☹️🙏😢  https://t.co/HR3KSZbcTg"
O,1389657546353381380,@BloreVaccine Went to this hospital today after booking. They were out of stock. Guy said there is glitch in cowin which had opened slots for them when they actually don't have . Not sure what is truth
O,1388854090235453442,Finally someone from the government acknowledged the fact!!! The country is facing a shortage of oxygen. Will @rsprasad file a case against him also for spreading fake narrative!
O,1389611848589189121,"Bhai tu, next do din ka oxygen supply to your own constituency ka road map bana le pehele.  Phir apne dosto ke samne  fekta rahe.   https://t.co/ASEuRpOHzj"
N,1388492219565318147,Need oxygen cylinder covid patient in Delhi contact 8053971346 spo2 below 80 @bot_assist
O,1389974752383488001,"Vaccinations process in all hospital center s should immediately stopped, ward wise door to door vaccination through medical van procedure is a good solution, cloud of people is very dangerous in Covid19, un satisfaction of govt arrangements will also down..."
O,1389783640070975491,Nurses in private hospital in collaboration with their husbands are involved in #Remdesivir black marketing in #Bengaluru #Karnataka (source @AsianetNewsSN) but our cops are busy looking out for 🛵 riders w/o ⛑ ( they are the most dangerous criminals) 😂 priorities...
O,1390180215536570368,ಭದ್ರಾವತಿಯಲ್ಲಿ ಆಕ್ಸಿಜನ್ ಘಟಕ ರೀ ಓಪನ್ : ನೀಗಲಿದೆ ಪ್ರಾಣವಾಯು ಹಾಹಾಕಾರ #VISL #oxygen #COVID19 #BYRaghavendra #shivamogga @BYRBJP  @CMofKarnataka  @JagadishShettar  @CMofKarnataka   https://t.co/Z4hjlbpdP3
O,1389916031234330629,@flankerstrikes @Mohammed_Shaik7 @_devilzguru_ @Sanginamby Ok then let all sanghis join covid war rooms and serve covid patients in icu of government hospitals starting from Tejaswi surya rather than sitting in comfort of his AC room
O,1389152806678892553,The visuals are from #Chamarajanagar hospitals in which volunteers from @PFIOfficial are assisting with the 24 bodies died out of having no oxygen.God save Karnataka from these incompetent leaders.This is nothing but murder.  #ResignYediyurappa  #COVID19  https://t.co/OaFzr9RLzF
O,1388747356602990597,"Dear @CMofKarnataka Bangalore has lot of govt training institutes, we have Bangalore palace ground, please set up beds with oxygen and save people, if you do it you will become god, people are suffering today without beds in Bangalore.  @mla_sudhakar @MoHFW_INDIA pls instruct"
O,1390179209839091714,"Corporate spending on oxygen, ventilators counted as #CSR:  https://t.co/Wf3918dDpx @htTweets  https://t.co/8K6R0VWGqe"
O,1389255575335182338,"Even after weeks of horrifying stories of ppl struggling for oxygen &amp; beds, I still don't see a steamlined process for help from govt. Where do ppl go when they don't get a hospital or medicines ? How to get oxygen for home?  The city is largely dependent on volunteers &amp; SM."
O,1389870784001150982,"@DrKSudhakar4 sir when any patients Corona positive after 14 days quarantine when he she go for second test after finishing quarantine government hospital management say no we are not supposed do second test then how he,she rejoin the company, without negative report HR demand it"
O,1388817625078067208,"@nsitharamanoffc 1. Trump ignored Covid millions died, Trump lost 2. Modi Amit Shah ignoring Covid &amp; millions of Indians  DIEING  3. If Modi Amit Shah don't stop Covid then BJP LOSES 2024 LIKE BENGAL 4. To Win Central govt should give vaccine Covid medicines oxygen freely to all"
O,1388891980533407747,@ArshiArshi12 Unfortunately they do not have oxygen concentrator
O,1389955737418272768,"@aajtak If you guys really want to expose someone, then expose the black market dealers of #remdesivir, #vaccines, etc. What you'll get by exposing ambulance drivers. Ambulance drivers are not solely owner, they might be working for someone. Stop #shitnews, do some real work."
N,1389983475114012676,@sambitswaraj sir need help..one of my relative need Remdesivir injection in Bhubaneswar. He admitted in Sushruta Hospital. Arjun Maharana o2 is below 80. Please help @CMO_Odisha @HFWOdisha @covid19indiaorg
N,1388422767129686021,@GautamGambhir Can we also get oxygen concentrators for patient in Gurugram from Gautam Gambhir Foundation?
O,1388369417281568771,@narendramodi Every hospital with more than 50 beds should be mandated to instal an oxygen plant ( which takes 2 weeks to install). They should be mandated to take over another 50 beds in hotels within 2 kms where not-so/critical patients can be moved
O,1389593938911121411,"2/2 A Critical Component, Was Flown In By An IAF Aircraft From Ahmadabad. Due To The Joint Efforts Of Army, AirForce &amp; Local Authorities, Oxygen Plant Is Fully Operational. It Has An Optimum Capacity Of Producing 1700 Cylinders Per Day. Well Done Guys. Pls Share The Positive News"
O,1390187137337729027,"5/n: When his oxygen started dipping below 92, we proned him, and started making the calls for a hospital bed. We knew beds were scarce in Delhi, so we didn't waste any time in calling everyone we knew. This is when our real nightmare started."
O,1389810173758242816,"#NirmalaSitharaman #zeebussiness ,   I would like to request the FM to give a tax rebate of 1  to 2 lakh minimum for people who were hospitalized due to covid and have spent lakh of money in hospitals."
N,1388892874469560331,@SonuSood Can you help me with any verified lead for hospital bed and Remdesivir in delhi. Need for friends. Can provide prescription.
G,1389497159112740866,"@i_m_shan09 @vineetkumar_s @SonuSood @Officialneha @BajpayeeManoj @DrKumarVishwas @TripathiiPankaj 2hrs Patna, Bihar Few ICU, Oxygen and Ventilator beds available Taj Hospital Patna, check for availability - 8409726274 Verified, 11 AM 4th May by Covid Patna Telegram Group Members"
O,1389512908091105281,@sonalika_kumar @Suhelseth Foreign Covid aid reached India on April 25. Centre took 7 days to notify SOP as oxygen crisis deepened  Criminal negligence    https://t.co/OwbHiwwt9d via @indiatoday
O,1389841985595273217,@DeepikaBhardwaj @BLK_Hospital I thought it was given in a space station !  Good precaution.
G,1389135077997649920,"✅ VERIFIED: Oxygen Cylinder available @ Vishakhapatnam.  +91-7671043119 You’ll have to pre-book it. Do NOT pay any advance, though.  Last verified: 12:34 pm on 3 May by @vishnusurekaa."
O,1389144992350838784,"Lack of data transparency at every level will cost lives. first, the government has to accept there is a problem. only information can lead to informed decisions. #Oxygen #OxygenShortage"
O,1389226992977936384,"We, as a country are where we are because of this low level politics. Where SOS calls for oxygen are being used by opponents for demanding resignations.   @RahulGandhi this is a Ill-timed call at a bad time. Will you please explain it to this guy?"
N,1389228209036693515,"@drashwathcn Sir please help. 15 cylinders received is also due to volunteer effort which reached the hospital at 5PM. That was a temporary fix, can we please do a sustainable fix here? Same goes out to Rajarajeshwari hospital. @Tejasvi_Surya can you please help?"
O,1389510554297962496,"@BSYBJP You are not fit for Karnataka CM, please resign and go. Who is going to take care of their family. Can't you manage this much in this time. Moment you got infected, Manipal hospital welcomed you to admit 😌 why others not getting bed?"
O,1389128013560782851,Players visit hospital through a green channel.
O,1389479738905796609,@OfficeofAshwath Sir u pitch in and handle current situation. U r missed from the current scenario. Not sure u r neglected or u r away from althese. V hv confidence kindly look into blore issues w.r.t bed oxygen
G,1389783123739611137,"@kalivelashankar Joshi Nursing home - Chamrajpet has ICU with oxygen beds if saturation level is 80 or more, without oxygen support. CT score should be 15. Above they they cant take as they dont have ventilator. Mobile - 9008260106 #Bengaluru"
G,1388926588540973056,@preetibose26 Oxygen vendors for Banglore. All are verified today.   7. Company Name: Peenya Industrial Gases Pvt. Ltd. Name: Ramesh Number: 9686196642  8. Contact: Amogh Gases Pvt. Ltd. R. Mohan Kumar 9448483854  9. Contact: Bhuruka Gases Pvt. Ltd. Mahesh 7760976502
G,1389091070802206722,#Remdesivir #REMDESIVIR  #bangalorecovid #BangaloreSOS #bangalorehelp #Bangalore #Bengaluru #COVIDEmergency #CovidIndia   No Remdesivir to individuals in Bangalore/Bengaluru. Please contact war to get it delivered at your hospital.🙏
N,1389116803847049217,Hi! Looking for verified sources for hospital beds and oxygen in #Patna Any leads will be useful. Thanks #COVIDEmergency #CovidIndia
N,1388381554917871616,Urgently need icu ventilator bed for my father in Dehradun.
N,1389800902484054018,@BSBommai @NammaBengaluroo Most urgent  Patient name : K. Perumal Age ; 59 years Place Kolar  Need emergency ventilator bed pls help Contact 9480198650 Ranganath  https://t.co/RzS4SB7Wfn
O,1389157563866882048,Oxygen shortage due to KA BJP govt unpreparedness killed 24 #COVID19 patients #ResignSudhakar #OxygenShortage #ModiMadeDisaster @Aslam_Khader @brnaidu1978   https://t.co/Wwc8Cnx0c7
O,1389499536528187393,"@grovervj @Jcnagarps @CPBlr @DCPNEBCP @BBMPCOMM @CMofKarnataka It is not lock down it is just an eye wash by Karnataka govt. Lots of people are on road. Childrns playing on streets whole day. Lock down is only benificials to online Giants like  Amazon ,Flipkart etc  @CPBlr System collapse no hospital beds,oxygen &amp; medication for ctzs"
O,1388705746204839938,See how this begger doing this. Oxygen came from SaudiArabia to help needed persons of whole india.  https://t.co/IuiVJ6EDnT
N,1389466953048199168,"@PiyushGoyal Need urgent oxygen cylinder at Metro Hospital &amp; Cancer Institute: Community Center, 21, Acharya Nagraj Marg, C Block, Preet Vihar, New Delhi, Delhi 110092. Contact Person:+917892416054-Rohit Singh. None of the given details have the oxygen cylinder Please🙏 help"
N,1388875931322765317,"Hi Guys ... need help with a plasma donor urgently in Ghaziabad .. COVID recovered ..  Hospital- Columbia Asia hospital gaziabad Gender : male Covid Status : in ICU ,SPO2  OXYGEN LEVEL:  below 50 Requirement : Plasma B+ ( prefer) or any other will work"
O,1389080401218473987,"@KanchanGupta @BJP4India @BJP4Bengal @JPNadda @AmitShah @narendramodi u all would not able to protect karyakarta n ground level in coming days &amp; predict that next 2026 election 0 seats will b n opposition party,38 % voters go for job medicine oxygen now,@jdhankhar1 @rashtrapatibhvn protect🙏"
G,1389284185089527810,@RuchiraC Please DM if you need a 5L Oxygen concentrator
O,1389222026842230786,"Excellent to see a deadline for Central Vista/ New PM House! The Deadline/ Line Graph of the CoVID Infections, Deaths has been spiraling and that doesn't get priority over Central Vista.  Excellent - Central Vista Project is an Essential Service - not Oxygen!"
G,1388779610008027138,@aghastmillenial @Sachdeva_D LBRN hospital - Pincode 226005 KGMU Hospital - pincode 226003  Uae filter by Pincode through Cowin through Aarogya Setu as I found it faster.
G,1388917037242540032,"@leena_garg @Tejasvi_Surya @SonuSood @Projectstepone Try Sri Sathya Sai Institute of Higher Medical Sciences, but through 1912. We were told that we may get it. But we are okay with waiting for one more day at the current hospital ICU (with no ventilator) -- one more from another source"
N,1389921568210374660,"@BlrCityPolice Hello Sir, I need to take my Mother (Age 67) to Manipal Hospital, Whitefield for second dose vaccination. It is a Walk-in. Can I show the first dose vaccination as proof for travel ?. Travelling from Banaswadi to Whitefield as vaccine slots not available in COWIN"
N,1389661560235184129,There are a few hospitals showing availability but unable to contact them! Either there are no publicly listed numbers or no one picking up.the listed numbers! How to look for a bed? @mla_sudhakar pls appoint nodal officers for each hospital!
O,1388745910444650499,"You are irrelevant @Tejasvi_Surya. So cut this “I am educated, sophisticated future PM candidate” crap of yours and get down to helping people actually. Just show off visit to St. John’s Hospital won’t help. #BjpDestroyedIndia #COVIDSecondWaveInIndia #COVID19India #CovidIndia"
N,1388816141305278466,"@SoodFoundation  @SonuSood   Helo Sir, needed oxygen support urgently in delhi..pls help either with oxygen concentrator or oxygen cylinder... Sp 02 down to 80.... Looking for hospital bed.. without luck...pls help"
O,1389912612318498819,"@cnni While you have researched well, Mumbai and Chennai are two places with quality Healthcare. Mumbai hardly had any Oxygen shortages and Chennai is just about hanging on. You need to offset it with the fact that Mumbai has five times the people as New Zealand."
O,1388492848341811203,@SanjuDeviMLA @sardanarohit @dmgbnagar @noidapolice I demand ICU and Ventilator beds for all. Apko sharam aani chahiye.  Sorry usko bechkar hi aap elections jite hai
N,1389817042342014978,"Urgent requirement of ICU oxygen bed with ventilator in Bangalore  Name - Shubra Sarkar  Age - 60 yrs Blood Group - O+ Sex - female Requirement- icu oxygen bed Spo2 - 60 without mask, 80 with tight mask  #ICUBed #Oxygen #CovidSOS #Bengaluru #Covid #VentilatorBed"
O,1389231064522973187,"@ShekharGupta @AmritaNayak3 Only if available in military hospitals. However, focus should be on building more beds than splitting  What about corporates that have large spaces &amp; guest facilities. They can convert them into #COVID care Center’s with their CSR funds &amp; volunteers @virsanghvi @bainjal @BDUTT"
O,1389792857096024067,"@CollectorBhopal @CMMadhyaPradesh @JansamparkMP @BMCBhopal @digpolicebhopal @VishvasSarang @COVIDNewsByMIB @PTI_News @DileepYadavIAS @CollectorBhopal Same applies for RKDF hospital my mother was in ICU and in less than a week they have transferred her in general ward and there CEO says if asked, can you inform us about it so she said I will throw out your patient in any condition."
O,1389174887843991553,Oxygen refilling station owner says Delhi govt sealed his station   #KejriwalExposed #TPKejri   https://t.co/lUVapLCqK3
O,1389595082714599428,"Modi ji you concentrate on covid. People are not getting treatment ,no bed no medicine no oxygen instead of that you phone called governor your agent ? Shame on you . Without taking care you are playing dirty politics."
N,1389518641574580227,@UKMedicalHealth can you please publish list of hospitals with ventilators (working numbers) in each dist with numbers added in last one year. Specially in #Haridwar
O,1389591896943693825,Many Bengaluru hospitals have also been raising an SOS over oxygen shortage saying that the government needs to act quickly.   https://t.co/d9Cx4DblQy
O,1389099666893991940,"अब नहीं तो कब... Please try to help others by sharing leads about bed availability, oxygen etc.  Your one share, retweet can save a life."
O,1389642720138784768,"@BSYBJP @eclecticinvestr what about the average person who has problems getting hospitals beds, who needs oxygen, right medicines and care? care to answer about these things."
N,1389569901761728512,Patient name - Ranganath K A Hospital Name - VIVIDUS super speciality hospital SRF ID - 2952511411949 Gender - MALE Age - 44 Contact Number - 9739828279 Need 6 remedisivir for the patient ASAP @TeamNamma @surnell @Tejasvi_Surya @BJYM @CTRavi_BJP
O,1389461532317126659,"@RahulGandhi GOI is giving 3 to 5lakhs to hospital on Covid patient.. But, instead of treating patients with using given money they are killing patients.. I think GOI and Hospitals are compromised....😡"
O,1389446562414092290,https://t.co/lgaqQmrizZ  #BU number is not required anymore.  Also #phana portal has been released for private hospital in #BANGALORE #bbmphelpline #BedsAvailability
O,1388392724726902784,"@Saurabh_Unmute @raghav_chadha @srinivasiyc @msisodia @TajinderBagga @SanjayAzadSln All in Delhi  Tweet :  1) Local MLA full name 2) Attendant mobile ( WhatsApp )  If you need Oxygen , Bed   Let us hold one MLA responsible for HELP  Medicines use AAP Volunteers in Hospital who should wear AAP Cap   Reduce Many people running around  @ArvindKejriwal @msisodia"
G,1388719991416000515,"Want to donate oxygen plant for government hospitals in Chhattisgarh. Any connects, please DM urgently. @TS_SinghDeo @bhupeshbaghel @HealthCgGov @MoHFW_INDIA"
N,1389961752972984320,"@WeAreBangalore This is a BPL patient plz help. Devendra Jana, 56 Ward:Kadugodi Area Severe breathing difficulty Since 4 days SPO2: 79 Hospitals Visited : East Point and MVJ Hoskote PreferHospital:Govt BU Number: 844593  SRF ID : 2952511905756  Wife - Moni Jana 8197255667 Ward 83"
N,1389997657184083972,Hospitals need Oxygen and Communalism Me. surya  #DiaperSuryaExposed #ShameOnTajesviSurya
N,1388465804362981378,This is for my 2 friends in Lko.Their father's are Covid positive and oxygen is dropping. Wanting an Oxygen concentrator in Lko .Even in Haldwani which can be picked up.Promise to return it once used.Refilling in Lko is taking 16 hrs or more @The_NehaJoshi @akankshabangwal
N,1388420381388677120,"1. My uncle, Mr. Shyam Sundar Agarwal got admitted to Anandlok Hospital (B/N - 708 (A)), Karunamoyee, Salt lake on 27th April, 2021 (Tuesday) and was treated by Dr.Taraknath Banerjee (+91 98303 21714)."
O,1389319253971587074,How much oxygen a Covid-19 patient needs? Is oxygen concentrator enough? - Coronavirus Outbreak News  https://t.co/idaEFQ0oix
G,1389250567793307652,@lightroastguy I know of few folks who got it from Apollo hospital today. Also I heard a few PHCs are giving it. But nothing seems to be available on the Cowin app 😐😐
N,1388529659785056260,Twitter - please help !!   Are there any verifiable sources available for oxygen cylinders in NCR - Ghaziabad preferably which are currently working? One of my aunt's O2 stats suddenly dropped to 88.
O,1388820760999997444,"In a race to win the #BengalElection2021, BJP plugged in all the power, weight and their political oxygen. Result: Lost Bengal as well as the country."
O,1389705490028892164,"@SonuSood , Team Save Lives Of 22 Covid Patients At Bengaluru Hospital  https://t.co/Etu5WeF18F #SonuSood #Bengaluru"
O,1388389977017487360,"With the #COVID19 pandemic spinning out of control and availability of beds becoming a challenge, doctors in private hospitals are discharging patients on the fourth or fifth day if they develop clinical stability, reports @AfshanYasmeen  https://t.co/ChW6jaQVYu"
O,1389266605394251783,This is just CRIMINAL.   @narendramodi’s government can’t even ensure foreign aid reaches the hospitals or individuals in need.   What the F*** is going on with this government?????
N,1389629406541275139,"Situation has gone from bad to worse, he is in urgent need of an ICU bed, please help. @srinivasiyc @SonuSood @BbmpEast @BBMPSouthZone @BBMPCOMM @bbmpcommr @Actor_Siddharth @ReallySwara #urgent #covid19 #covid #bengaluru #bengalore"
O,1389278262182899712,"ಒಂದು ಟ್ವೀಟ್ ನ ಒಳಾರ್ಥ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳದಿದ್ದರೆ,, ನಾನು ಏನು ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ...  ಆಕ್ಸಿಜನ್ ವ್ಯವಸ್ಥೆ ಸರಿಯಾಗಿ ಮಾಡಿದ್ರೆ,, ಸಂಬಂದಿಗಳು ಬಂದು ಗಾಳಿ ಯಾಕ್ ಬೀಸ್ತಾರೆ.. Hospital ಗೆ admit ಮಾಡಿ, ಮನೆಯಲ್ಲಿ ಇರ್ತಾರೆ.. ಆಕ್ಸಿಜನ್ ಕೊರತೆ ಆಗಿರುವುದಕ್ಕೆ, ತಮ್ಮ ಜೀವದ ಹಂಗೂ ತೊರೆದು, ಸೋಂಕಿತ ಜೊತೆ ಇದ್ದಾರೆ.."
N,1389843422723203072,@Tejasvi_Surya Prasanth hospital Bangalore had put 3lakh 86k for Covid treatment. In general bed with oxygen for 8 days and general bed for 2 days total 10 days admission. Please help.
N,1389849306039869440,"Need ICU bed urgently in Bangalore for my friend. His oxygen levels are 88 and dropping, presently admitted in kavya hospital general ward in Bommanahalli. Please help. @gjsingh80 @akroushan @SonuSood @Tejasvi_Surya @dheerajuecu @daanish_suhail #bengalurucovidhelp #SOSBangalore  https://t.co/HAfzFyrQmR"
O,1388371441108746248,@narendramodi Sorry for the Loss. May their soul RIP. Hospitals should be mandated to hire an Electrical Engineer who should be accountable for all the electrical maintenance.
O,1388367918652612608,@PMOIndia @narendramodi  @SrBachchan @akshaykumar @KanganaTeam @CMofKarnataka @CMOMaharashtra @CMOKerala @TelanganaCMO  So much fund raising and aid we are getting to fulfill oxygen needs. What will happen to the funds allocated by central/state govt for oxygen supply
O,1390080832207917060,@EnleitenedDoc @AsianetNewsEN @aajtak Just to check if excess oxygen released or not.
O,1389149175581925380,Karnataka: 24 #COVID19 patients die at government hospital due oxygen shortage      https://t.co/ZafOgBbcL4     #ResignSudhakar #OxygenShortage #ModiMadeDisaster
O,1388576434126397443,"@RamitWB @sanjukta @arunbothra Also, if @RamitWB would have made miniscule effort to hold govt of the day accountable, Indians wouldn't be dying on the streets, due to lack of oxygen... But then he's a AndhBhakt."
O,1388489626449371137,@Wolverin81 @ArvindKejriwal One more example &amp; this is Indira Gandhi Hospital Dwaraka. Sahib Singh Verma bought land &amp; Sheila Dixit almost got this finished. @SatyendarJain 3 years back claimed work has not stopped even one day. Even today its not functioning. @raghav_chadha ?  https://t.co/J33ib6CZYR
O,1388418410908848129,"Dear @GoogleIndia  You are showing us right direction and path since many years. Why don't you put an additional feature to show us the verified location where there is an availability of Oxygen, Bed, Ventilator and other important things for survival. Think about it! 🙏"
O,1389794230860582913,".@sundarpichai @Google I have a feature request :   We do not have real time data for Hospital beds, ICU’s and availability of oxygen cylinders.  This is the biggest pain point ever in the Indian medical history, everyday we see people dying and suffering."
O,1388396916610801665,"@akshaykumar @NCWIndia @NCPCR_ @smritiirani But you please start shooting for ""Oxygen Cylinder"", between I hope you are checking if modi is enjoying sucking mangoes or you sucking upto him!"
O,1389839780192587781,"Karnataka government appointed a commission of inquiry to look into circumstances that led to the death of #COVID19 patients in #Chamarajnagar district hospital on May 3, reportedly due to #oxygen shortage  https://t.co/xrVeyauP6W"
O,1389051817384824834,"Too often, it's too late... “I put my hand on my heart and tell you, there were interruptions. If it was continuously flowing, maybe he could have made it."" ""She died before we could get the oxygen cylinder to her, we were too late.” ""“I was helpless, I couldn’t save him."""
G,1390175276986822657,"+1 (234) 517-8991( whatsapp)  Bot providing instant pan-india help for verified Oxygen, Hospital beds , Ambulance and other highly sought after medical resources. Just text 'COVID' to get started.  Mail :- hi@introbot.co   https://t.co/NsbywfGOmP"
O,1389528125986394117,"Replenish O2 stocks, B'luru private hospitals urge govt  https://t.co/g6YzhtJSmj"
O,1390148930348802051,ಕೇವಲ ಒಂದು ಖಾಯಿಲೆಗೆ  oxygen ಪೂರೈಸಲು ಇಡೀ ಮನುಕುಲವೇ ಒದ್ದಾಡುತ್ತಿದೆ...  ಯೋಚಿಸಿ ಇಡೀ ವಿಶ್ವಕ್ಕೆ ನೈಸರ್ಗಿಕವಾಗಿ  oxygen ನೀಡುವ ಕೆಲಸ ಹೇಗೆ ಆಗುತ್ತಿರಬಹುದು..??? ಮುಂದೆ ಇದಕ್ಕಾಗಿ ಕಿತ್ತಾಡುವ ಸ್ಥಿತಿ ಬರಬಹುದು...  ಅದರಿಂದ ದೇವರ ಸೃಷ್ಟಿಗೆ ನಮಿಸಿ... ಒಂದು ಗಿಡವನ್ನು ಅವಶ್ಯವಾಗಿ ನೆಡಿ...  #ThursdayThoghts
O,1389777741864587267,"@mepratap Why isn't state govt running a O2 HOTLINE for hospitals? Hospitals, Doctors use Twitter for SOS. Pathetic Fall of our Administration. @Ratnaprabha_IAS @BBMPCOMM"
O,1388557989490020352,Fact Check: Does This Video Shows Oxygen Tankers From Pakistan Making Their Way To India? #FactHunt #FactCheck  https://t.co/RQhHWpZA3D?
N,1389907343404568580,Urgently needs a oxygen / icu bed pls circulate and support @zoo_bear @ArshadRizwan @BBMPCOMM @CMofKarnataka @TabbuRao @dineshgrao contact altaf 9844153131 or 7760304977 patient In ambulance oxygen for last 2 hrs looking for bed  https://t.co/PDQwgh0voL
O,1389445871025082370,@sabyaactor @CMofKarnataka @CMO_Odisha plz help .. patients is waiting outside near chinmayee hospital Bangalore
O,1389310096337821696,"Delhi , bed needs in hospital , down load this app  https://t.co/xG9rTJsrrw"
O,1389639854015746049,@Tejasvi_Surya But still patient are not getting addmission in hospital  Please see the situation. Covid Bengaluru  https://t.co/j4Bpo4bB0F
O,1389829096243286021,"Retd HC judge BA Patil to probe Chamarajanagar Covid deaths  As per Karnataka govt order, inquiry to be completed in a month  #Bangalore #Bengaluru #Karnataka #Chamarajanagar #Covid19 #CoronaVirus #CovidDeaths #OxygenShortage #Oxygen #Mysore #Mysuru @KarnatakaVarthe @mysuruvarthe  https://t.co/1Q5clWmyAM"
N,1388787863811026945,Name anuradha sharma Covid-19  positive  Ct score 9 Oxygen  Level  89-94 Contact no. 9793296623 Address  Anoop Sharma H. No.396 Kailashpuri Mahmoodpur ( Near Prathmik Chikitsalaya) Mughalsarai Chandauli #TeamSPCovidHelp #COVIDEmergency @AbvpChandauli @Shehzad_Ind @TeamSP_Official
O,1389496067918417923,".@BBMPCOMM clarifies that news of St John's hospitals opening 1250 #Covid19 beds is #FakeNews.  Stay tuned to @XpressBengaluru @NewIndianXpress for genuine, update news  @santwana99 @NammaBengaluroo @Namma_ORRCA @NammaKarnataka_ @DHFWKA @namma_BTM @KoramangalaRWA @BAFBLR  https://t.co/i9kC9P572t"
O,1389841767432966146,Oxygen shortage | H.D. Kumaraswamy writes to Narendra Modi  https://t.co/yqO9MAN2Li
O,1388422666583822341,"Very sad to see youngsters not getting hospital beds, while people with big homes and at home care affordability are going to hospitals who are above 60+. Youngsters are backbone of the nation, they would not have earnt enough to have their own home in small towns and villages."
O,1389089790079868935,We have one of largest liquid oxygen plants in Karnataka. We need to urgently Request for increased allocation for us.
O,1389258123681046531,"@anshikatyagi101 @sahista_sultana @amitansu_das We are looking for beds in hospital with oxygen supply , have got few leads. Thanks a lot for your inputs and help which has been really helpful to us and we have shared this info to few others as well who can refill and have oxy cylinders in hand as of now."
N,1389251348965650434,Urgent need of #Remedisivir @Captain_Mani72 sir please help. Patient is admitted in #Blossom hospital. They are saying they are short of this medicine and there are lot of patients who needs it. They have raised indent but still not received required qty.
O,1390182154848460804,"@sriramulubjp @DrSJaishankar Sir  Please speed up free vaccination.  Wht the delay in distribution of vaccination to Karnataka. Expedite the distribution of medical equipment, oxygen, etc...  We wish to be alive to topple your ruthless Government."
O,1388661715374514177,@anuchat73 @dmuthuk @drharshvardhan @narendramodi Central govt has focused on infra a lot but lost majorly on healthcare. I guess their method of thinking is wrong. In the last 25 years of BJP rule in Gujarat not one public hospital was built. This mindset needs to change.
