6,id,tweet
G,1388738407090716672,"@sandeep_cooks @OmarAbdullah @WeAreBangalore @BBMPSouthZone Beds &amp; O2 available at Valens Hospital, Bagalur Cross, Yelahanka. Kindly do contact as I'm admitted here presently."
O,1389248090163404803,@sandygrains @darthdevi @vinaykesari @dakuwithchaku @abhishek_tri Might not matter much. Got two slots at Apollo Cradle today. Called the hospital only to know that they didn't get the stock from BBMP yet so they can't say if we would get our shots tomorrow. Complete shit show.
O,1388526349397106689,"Can we fit oxygen cylinders in autos, cylinder on move, book through Ola and Uber"
O,1388749349128065024,@dhruv_rathee why waste them oh fool!  when hospitals in capital badly needed them????
N,1389624107348594689,@SonuSood Sir need help in bangalore we searching hospital from past two days but we are not geting any ICU ventilator bed in bangalore kindly do some help .PATIENT NAME : ANITHA PATIENT AGE : 23 BU NUMBER : 830608 SRF : 2952511790703 Please help 9108943341 @WeAreBangalore
O,1388387175742406658,"@UrzzArun Hi, please share the registered contact number. Our team will get in touch with you."
N,1389347109053206528,#BengaluruSOS URGENT!!  By RJ Amit @ 3:11 am   People have started dying in Arka Hospital Yelahanka because hospital has run out of oxygen cylinders.  PLEASE HELP!  @ForeverBLRU @DunzoIt @darrencaldeira @bengalurufc
O,1389854851111079936,Karnataka HC asks the centre to increase the state's oxygen to 1500MT @RevathiRajeevan    https://t.co/W9aiLUadDB
O,1389594287411585025,"@jay_venkatesh @darthdevi It's available in all three Apollo hospitals in Bangalore. I know this because I went to two of them on Saturday morning to ask.  I could have not written the script either, but I wanted a vaccine so that I don't end up in the hospital again."
N,1389105983247458304,"@Nivivacious @nikhiljoisr @Numb_Skull Name : GIRISH CHANDRA VERMA AGE : 72 yrs Existing medical conditions : Parkinson's last stage, Diabetes, hypertension, high grade urinary infection, high fever COVID-19: rt-pcr &amp; antigen test were negative. Oxygen levels: 90-92 City: Bengaluru Attendant name: Malay 7760203862"
N,1389320647940079617,@nehakanand @gautmaxx @Juuism The patient needs ICU bed with ventilator.
O,1389835652951429122,Karnataka: Chamarajanagar DC alleges Mysuru didn’t send oxygen on time | Mysuru News – Times of India  https://t.co/WkAdOl1nP0
N,1388447765349363715,@covidehelp Patient Name- Anita  mishra Age-55 Gender-female Hospital (if admitted)-Hailaet kovid hospital Blood group -o+ Blood bank name (plasma)- HRCT- SP O2-75 Requirement-o+ or o- City-kanpur nagar Contact-7007830239 Other info- 7007830238
N,1389224908111060994,"@BloodAid @BloodDonorsIn Need help to arrange A+ blood for friends Mother admitted in Narayana Hospital, Gurgaon  Contact details: Neeraj Patil  8527539299 / 7042794906  https://t.co/yQINJSrNd3"
O,1389894559115538434,"Held a meeting with zonal coordinators, zonal commissioners and zonal joint commissioners to discuss oxygen supply, war room management, vaccination and Covid19 testing, today. We remain committed to our fight against the pandemic.  #WithYouAgainstCovid19  https://t.co/9q6EdU96wy"
O,1389876750461505538,#COVID19: We received 48 #SOS calls (#oxygen related) from #hospitals on May 4. All of them have been addressed: #AAP MLA #RaghavChadha   #Delhi
O,1388530301484240903,"@WJeffreyBrown Not good. It's worse than what you see on the media. There's a shortage of everything - medicine, beds, staff, oxygen, even crematoriums and burial grounds. We've been trying to utilise social media to help as much as possible. There's nothing else we can do."
O,1389155994815500292,"@DaphDSouza @BloreVaccine Yes, there is just one Apollo Hospital at pin code 560076.  Apollo Hospital Bannerghatta   https://t.co/bizTdFvjTp"
O,1389470357929619456,@Yezdi250 Someone can go and verify too. These hospitals tend to switch off their phones if they get a lot of calls.
O,1389546538385412120,"ಮಾನ್ಯ ಮುಖ್ಯಮಂತ್ರಿಯವರೆ ಬೆಂಗಳೂರಿನಲ್ಲಿ  ಜನರ ಹತ್ರಾ ದುಡ್ಡುತೊಂದು  hospital ನಲ್ಲಿ bed block ಮಾಡುವ ಕಾರ್ಯ ನಡಿಯುತ್ತಿದೆ . ಇದರಲ್ಲೂ ದಂಧೆನಡಿಸುತ್ತಿದ್ದಾರೆ, ಸರ್ಕಾರ ಇದ್ದೀಯ ಅಥವಾ ಸತ್ತ ಹೋಗಿದಿಯ ಅಂತ doubt ಬರತಾ ಇದೆ....ನಿಮ್ಮಿಂದ ಸರ್ಕಾರನಡಿಸೋಕೆ ಆಗಲಿಲ್ಲ ಅಂದ್ರೆ ತೊಲಗಿ ನೀವು.. @BSYBJP @mla_sudhakar @BSBommai"
O,1389139363901042688,"Sir, people are loosing life without getting icu ventilator beds. I request some how arrange 10 icu ventilator beds in each constituency in bangalore. @BSYBJP @mla_sudhakar Kashinath.  Bjp Bangalore north war-room."
O,1388801618208952322,Have you made your evacuation plan if you need 2 go 2 Hospital ? Large paper with SRFID(&amp;BU number in KA) emergency contacts 2 set of clothes underwear. Phone chargerAdequate Data plan. Ready cash for emergent payment credit/debit cards etc. Dropping saturation is not time2 do it
O,1389776690419695621,SC asked C Govt on 30/04/2021 regarding Vaccination programme!! How long it takes to communicate the broad policy!! In the meantime Pvt hospital charging Rs. 850 per dose!! Isn't this a discrimination in distribution of a 'public good'??!! @narendramodi_in  @SupremeCourtFan  https://t.co/BAw1smvfTf
N,1388418116313509898,"@BBMPCOMM please help to get ICU bed for covid patient admitted at st johns hospital  male surg ward bed 2112. hos SPO2 level is come down to 36 from 73. trying to get bed since 4 days. patient name is sanjay kumar, contact no. 9971865139"
N,1389201084606914566,@nathan_archana Patient in: Agadi hospital  COVID Test: +ve RTPCR RTPCR SRF number/BU ID: 2952511276385/BU659703 Attender Mobile No : 7760845267 or 8197798426
N,1389188025263869952,"@imasmit @Abhishe93573655 Hey Asmit, Spoke to them. Most Home ICU setup refused if  oxygen is below 85"
O,1389506420278644741,"I see hot takes saying that the IPL stadiums should be converted to Hospitals.  Big Brain!  Dude there are numerous cricket, football and other stadiums throughout the Country. How many of them have been converted to Hospitals?  What are the particular 6 IPL stadiums so special?"
O,1388514003693891587,@ravithinkz Then they will come up with a new rule saying: every hospital should have two oxygen generators.
O,1389940464401272832,"@Tejasvi_Surya @BBMPAdmn @BBMPCOMM Sir, Arogya Setu App says slots available for 18+ when people want to book within seconds it shows Full any no of slots say 80 to 100. How this is possible. Someone is blocking  at Hospital end or BBMP end Ask for captcha.More centers needed"
O,1389178724382355456,"Pearl V Puri extends a helping hand to the one in need during this pandemic, provides informational assistance for availability of beds , oxygen cylinders, plasma and more.  #pearlvpuri #ngo #peoplewithplanet #fightagainstcorona #covid_19 #stayhomestaysafe  https://t.co/TXikeIccMl"
O,1388438411350974464,"@DKCooper2 😀😂 As a health min, he came to inaugurate Sagar Apollo Hospital Bangalore in Jul 2002. I was working there. His alcohol bill was  ₹120,000 for a night at Leela palace,🙏🙏😀😂"
O,1389114519570378755,"@sardanarohit Collect it via collectors permission in drug office in the city where you live. The drugs are available against patient name, doctor certificate and or ICU , hospital name. The list of drug office related website is also available on  https://t.co/C9k2apSsBn"
O,1388719969177767936,PM cares went there and Newzealand high commision asking for oxygen to IYC 😂😂😂
O,1389201867754786820,@somsampath You can book an appointment  through CoWIN or Arogya Setu app. Currently no stock.  For any assistance you can contact us on 080-49694969.
O,1388515581737922560,Doctors in Railway Hospital in Bengaluru sending corona patients due to lack of oxygen  Video Link► https://t.co/QS7v67YMf4  ಬೆಂಗಳೂರಿನ ರೈಲ್ವೆ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಆಕ್ಸಿಜನ್‌ ಇಲ್ಲ ಅಂತಾ ಕೊರೊನಾ ಪೇಶೆಂಟ್ಸ್‌ ಮನೆಗೆ ಕಳಿಸುತ್ತಿರುವ ವೈದ್ಯರು  #TV9Kannada #Bengaluru #RailwayHospital #oxygen #Doctors  https://t.co/d3wXD4T0Yt
N,1389559541474369545,"@krishnabgowda Patient Mrs. Ravina  K/ Age-50yrs. Covid positive date - 27th April/ O2 level now- 86, Pulse 95/ Has fever, low oxygen and dropping pulse/ Area -HBR layout,Blr 560043 Looking for a hospital bed with oxygen, and ICU facility:Mob 9902867369 BU number:708587&amp;755867"
O,1388483514736070659,अब वो थाली नही बजवा रहा  क्योंकि वो जानता है कि  जनता उसको बजा देगी।  #murder #oxygen #hospital
O,1388539736231497730,@Swamy39 @indian_politics Subramanya Swamiji please help make oxygen available. Anyway you have committed to making India strong .
O,1389532602759999488,@rohinisindhuri @HaRaghunandan I am happy that high court has taken Suo Moto case of this   Mysore DC should be punished   It was wrong on her part to stop oxygen supply to chamarajnagar  Who has given her authority to tell suppliers not to supply to chamarajnagar?
O,1388460230795694081,"Unless Vaccines is provided in Every Street, Every house it is difficult to control Covid..this is easy way compared to struggling to arrange Hospitals. @Tejasvi_Surya @CTRavi_BJP"
N,1389563237994143753,"@WeAreBangalore Patient Mrs. Ravina  K/ Age-50yrs. Covid positive date - 27th April/ O2 level now- 86, Pulse 95/ Has fever, low oxygen and dropping pulse/ Area -HBR layout,Blr 560043 Looking for a hospital bed with oxygen, and ICU facility:Mob 9902867369 BU number:708587&amp;755867"
O,1388325885300727808,An oxygen concentrator has been arranged. Thanks to everyone that helped.
O,1389600163358908421,"We at BBMP intend to ensure that there is no shortage of oxygen in the city. In this regard, we have formed a monitoring committee headed by Special Commissioner @Randeep_Dev.  #BBMPFightsCovid19  https://t.co/giz3tGzGVg"
N,1389868583539388418,"@104_GoTN Need bed urgently with oxygen support for Covid+ -  Pradeep Kedia M/51  SRF No.3356803720573 934 sangam apts beracah road kellys medavakkam tank road chennai 600010 heavy cough, high fever, headache since 6 dys SPO2 93-97 Prateek Kedia 9551078565"
O,1390001728607580162,"05-05-21. Sharing a few snippets of our daily food distn activity near NIMHANS hospital Junction, Bengaluru.  #humansforhumanity  #FoodForAll @azhar_maqsusi @MayaSharmaNDTV @srinivasiyc @CMofKarnataka @milaapdotorg @fayedsouza @SonuSood @GiveIndia  https://t.co/38kesch0rV"
O,1389655168250093570,"@narendramodi Dear Sir, kindly provide sufficient Oxygen to Karnataka as many death caused due to shortage of Oxygen in Hospital today yesterday and day before yesterday."
O,1389996107099377666,"Yes, centre is providing oxygen only to those hospitals where its mantris, babus and their families are blocking bed even if mildly symptomatic."
N,1389987775336771586,"Urgently need plasma of *A+ blood group* in Bareilly for a covid ICU patient.  Patient: Madhu Gahlot Hospital: Shri Ram Murti Smarak IMS Contact person: Prateek Sai Gahlot (Son) Contact number: 7016603367, 9512742537 @narendramodi @TOIBareilly @covid19indiaorg @PlasmaDoners"
O,1389782323646717962,"@Tejasvi_Surya I have applied for a bed yesterday evening with BBMP Yelahanka Zone and till now have got no response from the BBMP team. It's really unfortunate for people who are really suffering in this pandemic without treatment s, beds and oxygen. BU 686335."
N,1389640978185609216,@Ridhi_98 @Rana52762809 Please share the details of hospital where the patient is admitted.   Also what is the fund raiser for?  Where will you use it?  @CPBlr @BlrCityPolice Fyi It seem Banaswadi PS hoysala picked up the person and took to Hospital.  Please check
N,1390187139044835328,"6/n: For hours, and after countless calls, we got nothing. My uncle's oxygen dipped to 71. We got a cylinder at home and gave him oxygen. We called someone who was the head doc of a hospital in Vaishali, Gzb."
N,1389883024318156801,@iParulj @TellDM @raghavitis @Tejasvi_Surya @vindytalks Needs amplification to the max. Hospitals refusing addm because of deteriorating condition of the patient.
O,1388415475323785218,Hospitals should learn from their experiences regarding oxygen scarcity during COVID-19 pandemic &amp; put in place oxygen plants: High Court
N,1388875423946199044,Any ventilator available in any hospital in greater Noida? This is for a friend. Pls help. #sos #COVID19India  @shalabhmani  pls help
N,1389914770422132736,"@srivatsayb @AkshayKhomane @Tejasvi_Surya Asking for help @srinivasiyc for two days for an Oxygen cylinder or Oxygen bed !! but No one is replying at all.... It is not system who is killing us,..it is U guys also...who are doing help for only ""Blue"" tick profile"
O,1389328013330763777,@virsanghvi How about deadline for providing oxygen to the COVID-19 patients?
O,1389958231326220292,"@manish9794 @timesofindia Only thing I meant was delhi you should see as place serving other states as well so it might need more oxygen. Comparing based on population is not correct. Compare based on ICU beds, oxygen beds.other states need more oxygen they should fight for it."
O,1389943088760516608,"Over the past 10 days, production has come to a halt in the country’s largest oxygen cylinder manufacturing units, mostly in Gandhidham, Gujarat.  Reason: these cylinder-manufacturing units were included in the ban on use of industrial oxygen.   https://t.co/dut08MGIcx"
N,1388861994279727104,"Hi @MukeshSharmaMLA sir URGENT Help 4 Friend's Dad Patient: Shyam Lal,74 yrs Covid +ve,Diabetic,low GCS score needs intubation, SpO2@91 Need: Covid ICU bed in Gr Noida/Noida/Delhi/close by Cont #: c/o Yash Khanna +91 9891987192/ +44 7841879666 Shikha Gandhi:+91 9996627947 #SOSNCR"
O,1388806070198431745,"@ReportTweet_ Should we be celebrating this ? With people dying on the streets without oxygen , certain section gets to hoard it ? No matter who is donating it , congress / bjp / x y z , it is wrong !!"
O,1388360043637051396,@ndtv @sanket in Karnataka 48000+ cases reported yesterday &amp; look around even during lockdown flowers shops are opened in front of temples &amp; people are rushing like its oxygen cylinders. Why such public gatherings allowed by cops?#karnataka Govt said temples r not open for public
O,1389547311941013505,#Delhi #DelhiCovid #DelhiSOS #SOSDelhi #Gurgaon #Gurugram  #ICUBeds #ICUBedwithOxygen #icu  #CovidIndia #CovidIndiaInfo  #Verified  Deen Dayal College converted to COVID Care. The SVP hosp with 1000 beds is operational. Only has ICU &amp; Ventilator services.  https://t.co/iRXXZRkhIP
O,1388356049875337219,People who have been searching for oxygen concentrator to save their loved ones know how big a help this is ! Thanks to all who made it happen . Every bit counts !
N,1389820202288762880,"@SonuSood Patient name- Brijlata Goyal  Age-65 Address- jaipur , rajasthan Attended name :Gaurav Goyal Attender ph no -9461915302/8904795799 Issue- critical covid Oxygen level-36-45 HRCT -15/25 Requirment request- hospitalizations with ICU facility with ventilator"
O,1389763182562930688,"Join these special oxygen drive classes, starts with just $5. 100% of the proceedings will go to the @GiveIndia + @myYogaTeacher will match the donation."
O,1388452164024999940,@Abn7760 Economy is what keeps everything running... the oxygen plants...the vaccines...the remdesivir... the hospitals... everything.
O,1389946113243766790,@ips_patil @CPBlr @BlrCityPolice Sir which are the hospitals wear rided  why r u not revealing culprits name oh sorry sorry they are not culprits thay are murderers....????
O,1388359649284354050,"Complete Shut Down. Take Charge of Oxygen, Medicine, Testing, Hospitals. Appoint Volunteers, Like in War Situations. Put things in Order.  India &amp; Indians will not get extinct with a 3-4 Weeks lockdown.  Let’s save lives.  @narendramodi @PMOIndia @drharshvardhan @nsitharaman"
O,1388897461641486339,"@kar2905 Maybe based on depreciation of the asset?  It seems like a moot point though. It's a largely successful marketing campaign that may have some minor, tangential benefit for the Oxygen crisis in India."
O,1388455021587664898,ಆಕ್ಸಿಜನ್ ಕೊರತೆ: ಡಾಕ್ಟರ್ ಸೇರಿ 8 ಜನ ಕೊರೋನಾ ಸೋಂಕಿತರು ಸಾವು #Delhi #CoronaVaccine #CoronaSecondWave #Oxygen #OxygenCylinders #OxygenCylinders @ArvindKejriwal    https://t.co/A1NxpqIpyy
O,1388750533209427975,"What a mess we all are in.  An empty 10L Medical #OxygenCylinder which otherwise is sold for Rs. 5000/pc is now being sold at Rs. 27,480/pc (screenshot attached).  If anyone has contacts please let me know. We are trying to procure 50 cylinders to donate to hospitals in #Jhansi.  https://t.co/sV3KDXOnUU"
O,1388377061551534082,#Bengaluru: #BBMP is likely to implement triage to reduce hospital waiting time  https://t.co/0Ah9VuyO17
O,1390188905165590529,@Bihar_Sansad @_PatnaBeats @Pryaankaroop @Laissezfairebro @DeepaShreeAB @AyeeshaSAiman @shalini_bihar @ShefaliR_ @jyotiku94697666 @Bihar_se_hai @PatnaShots @PatnaDiaries Govt ne v ambulance sewa shuru ki thi is Baar Vijay k Baad !!! Uska Kahi kuch ata pata nahi dikh raha q?
O,1388539863167737858,Friend found a bed at nursing home with Oxygen Facility. Thanks Twitter Fam! 🙏  Deleting original post now.
O,1389747835789135877,"@temporary_handl @ashwinmahesh When you say I don't have shortage &amp; in 2 days you say I want 4x, no one can produce then &amp; there. That's the issue. As far as I know, oxygen can be made available, provided you make arrangements for containers &amp; transportation. Requirements have to be planned months in advance."
O,1388396967617728514,"so got the 2nd dose of covishield done today for my mom. (in bangalore) 1st one was easy - breezed through manipal hospital. this time, not as straightforward - here's a thread if you are looking for info."
O,1388730065060388870,"@PiyushGoyal Indian Railways, @RailMinIndia, are the real heroes, who are working relentlessly to supply oxygen. Press thas to cover this positive story. It is which is so heartening! @ANI @PTI_News @ndtv @aajtak @timesofindia @htTweets @BBCWorld @CNN"
N,1388505978639818752,"My friend is looking for #Urgent Ventilator bed, Patent is diabitic and Not able to breathe.  Age :  51 Gender: male Area / Location : Hegade Nagar Symptoms :  Not able to breathe SPO2: 70% @Captain_Mani72 Sir, can you please help?"
N,1389139032815271938,"@SonuSood Sir , could you please look into the below issue. Hi All, Ventilator is required urgently for an elderly woman 75+ age in Shrinivas hospital,Hazaribagh Jharkhand.Her oxygen level is 61 right now. And ventilator is required as soon as possible It is very URGENT. PLEASE HELP"
O,1389804163618406402,"My parents gone to a government hospital for vaccinating in Bangalore and returned with the ususal ""no stock"" message inspite of registering in cowin website. What's wrong ? @PMOIndia @MoHFW_INDIA"
N,1388487017084817408,"Friends,a known family at Hennur,B'lore,is urgntly lookin 4 an ICU wth Ventilatr 4 a 61 yo patient 1. Patient Name: Gladson Maben 2.SPO2 Level :fluctuates sometimes as low as 45 w/o oxygen,abt 70 wth oxygen. 3.Son's Mob: 9496240678 Plz help🙏🏻 @sosiyc @srinivasiyc  #SOSBangalore"
O,1389990947874742277,@Numb_Skull Republic hospital
O,1388544197821566976,@Raghu_Dixit Just now @mepratap shared news abt #oxygen availabilty. Please check. #Mysuru
O,1388505478863282180,@namraah_hassan @srinivasiyc @IYCKarnataka Got an ICU Bed in Akash Hospital. Patient is stable. Thank you sooo very much for this lead. 🙏🏼🙏🏼
O,1389104356734083073,@srinivasakv @centerofright @narendramodi Yes Govt Hospitals are improving very much. I visited KC General after many decades. Astonishing change.
O,1388458174802395136,@p1j With Oxygen support?
O,1388794350822256644,#Oxygen #OxygenCylinders
O,1388407799965577220,@Dstreetwinners Ma'am it's the same. In flight airhostess gives safety instructions. Pehele apna Oxygen ka mask pehene....phir dosroku bachaye....
O,1389918462630240259,Government please  1) open fresh Excel sheet.  2)enter oxygen donations in column 1.  3)Enter oxygen production in column 2.  4) enter oxygen demand in column 3 5) publish this on CoWin website
O,1388793519632908295,"@salonayyy @ABPNews Shameless comparision with the oxygen. Are you @ABPNews a news Channel or advertising agency?create a 1 liner news, spend rest of the money on csr activities.. Wasting money."
O,1388562969559138306,@dhutiani @KolkataCOVIDbot Which hospital? What charges? &amp; How to donate?
O,1390139859218563073,"@RusthumHere @Ajjuvarmaaa Banglore hospital bed mafia .  Beds official website through block chesi offline lo black lo ammutunaru , so ala chesina valla perulu lo muslim peru lu chaduvuthu ela annadu 👇   https://t.co/tnOlJtVokV"
G,1388433921818251266,"****Verified source***** If anyone lookin to buy Oxygen Concentrator in Lucknow the you may contact on below details. Contact # +916387699399 Office Addrss:  10, UGF, AHSAN PLAZA, LALBAGH, LUCKNOW-226001  https://t.co/NYcZNY56fe"
N,1389608685043781632,Folks any leads for O2 beds in Gurgaon? Patient is 65+ female with O2 dropping to 88-89 with oxygen concentrator. Pls retweet and provide any leads.
O,1388507537524215812,@mla_sudhakar @narendramodi @DVSadanandGowda @BSYBJP Is all these deliver to Hospitals? OR Black Salesman.  Any measures to Stop Black Market business. May some of high level people involved in life saving medicines black rackets.  If not @DgpKarnataka @HMOIndia could eradicated root of this.  Hope @BSBommai make team to stop this
O,1389844571408855041,"@bharathmoto @AshwiniMS_TNIE @prajwalmanipal @Raghu_Dixit @samyuktahornad 9/25 suggests moderate infestation of lungs . arrange for supplemental oxygen first, start proning technique and don’t panic . Try getting the beds through bbmp or keep checking up in local hospitals nearby ."
O,1389886752144252933,@nathan_archana @Nivivacious @iParulj @TellDM @raghavitis @Tejasvi_Surya Date :  1. Patient Name :  2. Age : 3. Area / Location :  4. Symptoms : 5. Since how many days : 6. SPO2 Level : 7. Is patient on Oxygen Cylinder ? : Yes / No 8. Searching Hospital Bed Since ? : 9. List of Hospitals Visited :
N,1389474591337193476,"Need an ICU urgently for a 34 year old, Oxi levels 80, not recovering with current Oxygen support, currently in Republic hospital Bangalore. Any leads, please DM me or @vedanthhasrali. #ICUBedNeeded #bangalorecovid #ICUBeds #ICUBedwithOxygen"
N,1388356009035325443,@Tejasvi_Surya Dear sir my patient Rajeev Tripathi Bu No 611024 covid+ in ICU of KK hospital Yelahanka private hospitalisation. Trying since 19Apr through BBMP control room Yelahanka &amp; 108 but didn’t get ICU bed.KK hospital is now BBMP covid hospital and request referral of BBMP
N,1389780851529949191,Morning. It's 9 hours now and we still haven't found a bed. Pls help get bed with oxygen in Kolar or bangalore @arjundsage1 @ReapBenefit @srinivasiyc ಕೋಲಾರ ಅಥವ ಬೆಂಗಳೂರಿನಲ್ಲಿ‌ ಆಕ್ಸಿಜನಗ ಇರುವ ಬೆಡ್ ಕೊಡಿಸಿ ದಯವಿಟ್ಟು @WeAreBangalore
N,1388827545655730181,Need plasma for o+ blood group Patient name: MC.Rajashree Age: 49 Contact number: 9980412545 Hospital : appollo (Seshadripura)  #PlasmaDonor #plasma #PlasmaDonors   @ajavgal @naveenahegde @karavallihuduga @SajithGowda @dinoosacham @AshwiniMS_TNIE @anusharavi10 @MisbahFathaheen
O,1389976865654202371,Dear Sir I thank for the entire police team who is working day and night for the safety of public. I want to bring some points to your notice My mother is admitted to hospital and today I was going to my home to bring lunch for her.   Part I
O,1388733774205095938,@bcsagar1 No luck. The latter has only oxygen no ventilator.
O,1388834315157610498,"@UN @WHO @CMofKarnataka @BBMPCOMM please help me with Patient number, hospitals are denying giving treatment to my father whose RTPCR came negative but HRCT scan is showing Covid positive, just because of one number,"
G,1388842958682607628,"60lts #oxygen #cylinder fully filled, 1.3 lacs, #gurgaon sec 102  +91 70116 55291  #DelhiNCR #DelhiCovid #verified"
O,1388823111320186881,@reddystocks @VSReddy_MP Temporary hospital Ani chapadu kani godown lo ani chapaledu kanisam tweet choosi kuda sariga comment chayaleva ippudu a temporary hospital inka unda leda adi chepu illanti sollu kaburulu kadu
O,1388352120806469637,Dum hai to aapki neta ko kisi hospital ke saamne 10 min rukh ne ko bolo
O,1388394163012464640,@BBMPCOMM Any information on ventilator beds? Have been trying since morning.
N,1389082909852585987,"@VinodRaj6 @Tejasvi_Surya @mla_sudhakar @astitvam COVID result: Attendant *name: Patient/Attendant mobile number:   Co-morbid conditions: BP, Sugar, Heart conditions.:    Preferred hospital: Pvt -   Type of Bed NIV Required:General/HDU/ICU/Ventilator"
O,1388902063279534083,Saddened to hear the demise of BJP in Kerala due to the deficiency of oxygen.   'Ab ki baar Antim sanskaar' #Elections2021 #ExitModi #OxygenShortage
O,1390001856382861315,Victoria hospital need some info how to talk to the canteen guy he sends dinner at 5pm for patient to eat  @Tejasvi_Surya would you care have a look at it once
O,1389985513197604874,"Thread by @RamGrover: I am at a place where they are filling cylinders with oxygen. There is a line on the main road, from where the cops and civil defence allow about 5 to 7 people to...  https://t.co/31zJmH4qNs"
O,1388698213624938497,The centre should go back to what it did for 45+ citizens. Buy all the vaccines and send it to the states. States &amp; hospitals &amp; corporates talking to SII has led to the situation Adar described. His job is to manufacture vaccines. Not decide who gets how much &amp; when
O,1388321634801487873,@dmbareilly @myogioffice @CMOfficeUP @navneetsehgal3 @ShishirGoUP @ChiefSecyUP Sir no oxygen bed available for Covid patient. Called all hospitals. Please help @dmbareilly
O,1389422067871674370,"If doctors knew that CT scan is not required in mild symptoms #COVID19 , why were they silent for so long? Same for remedisivir, anti viral medicines? After few days they will say the same thing abt oxygen concentrator, but when damage is done"
O,1389799431256494085,@Tejasvi_Surya Sir next is remedeciver inj ... hospital write this injection ....care giver orders it on BBMP site.... hospital never give those injection to patients and sell those injection in black market...sop
N,1389457776934625284,🆘🆘Oxygen Shortage🆘🆘 Mathru Hospital in Kengeri running out of Oxygen itseems. #OxygenShortage #CovidSOS  @BSYBJP @drashwathcn @prajwalmanipal @dhanyarajendran
O,1389739856742342659,"@RRRMovie sir required oxygen concentrator either on purchase or rent based at Bangalore. Request your support, very urgent🙏🙏"
O,1389550382125404186,District In-charge Minister Suresh Kumar vented his ire against the Mysuru district administration for ‘failing’ to supply enough oxygen cylinders on time. Kumar demanded strict action against those responsible.   https://t.co/QpQmzE622j
